,title,rating,cook_time,calories,sodium,fat,protein,carbs,fiber,personal_rating,ingredients,links
229,4-Ingredient BBQ Baked Salmon,4.5,12,270.0,200.0,16.0,23.0,7.0,1.0,"[['Dylan Sugars', 4], ['Ashley Brainer', 5], ['Jonathan Melchor', 5], ['William Heydenreich', 3], ['Patrick S.', 4], ['Andria Rodríguez', 5], ['Dade', 4], ['Karen', 4], ['Tamy', 5], ['LaShunda Rice', 4], ['shifra', 4], ['PennyC86 .', 5], ['cal abunga', 5], ['Lisa-Gary Johnson', 3], ['R Mustang', 4], ['Erica', 5], ['Susan h.', 5], ['Wickham', 4], ['Farah', 4], ['irina delariarte', 4], ['Nick Reiff', 5], ['Tere Vargas', 5], ['Johannes Asfaw', 5], ['Maliea Smith', 5], ['KristinR.', 5], ['Bill', 5], ['MJ', 5], ['YumChef', 5], ['Christine Ayres', 4]]","[['4', None, 'salmon fillets'], ['1', 'teaspoon', 'butter'], ['3', 'tablespoons', 'barbecue sauce'], ['1', None, 'lemon']]",https://www.yummly.com/recipe/4-Ingredient-BBQ-Baked-Salmon-9029438
230,Healthy Salmon & Veggie Sheet Pan Dinner,4.5,40,500.0,270.0,11.0,40.0,69.0,16.0,"[['Abigail Clark', 4], ['Tyler Binkley', 5], ['Mary-Dell C', 4], ['LilyWaters', 5], ['Frances Lopez', 4], ['Lynn Lederhos', 5], ['Dwight Mcintosh', 5], ['Alexandru Chis', 5], ['ggttuio', 5], ['Rian', 5], ['Jessica Rang', 4], ['Kristibell Therese', 5], ['yaprak akdere', 5], ['Christi', 5], ['Alex Alex', 5], ['Dara', 5], ['Elif Sonel', 4], ['Hhihgug', 5], ['Georgia Naumann', 5], ['Alice', 5], ['Kinder', 5], ['Evans', 5], ['Maz T.', 5], ['Laura Fletty', 5], ['Greg Druck', 5], ['Brian', 5], ['Yuri Yuryev', 5], ['John S.', 5]]","[['10', 'ounces', 'salmon'], ['4', 'cups', 'baby potatoes'], ['1', 'pound', 'asparagus'], ['1/8', 'teaspoon', 'salt'], ['1/8', 'teaspoon', 'garlic powder'], ['1', 'tablespoon', 'extra-virgin olive oil'], ['2', 'teaspoons', 'fresh dill'], ['2', None, 'lemon wedges']]",https://www.yummly.com/recipe/Healthy-Salmon-_-Veggie-Sheet-Pan-Dinner-9029471
231,Cheesecake Cupcakes,4.5,120,650.0,460.0,44.0,11.0,56.0,0.0,"[['Ryan Bialek', 4], ['Dee J.', 4], ['Shawn Tardy', 5], ['Isaksen', 5], ['Ivy walladge', 5]]","[['16', 'ounces', 'cream cheese'], ['3/4', 'cup', 'sugar'], ['2', None, 'eggs'], ['1', 'teaspoon', 'vanilla extract'], ['12', None, 'vanilla wafers']]",https://www.yummly.com/recipe/Cheesecake-Cupcakes-9060468
232,Three Ingredient Italian BBQ Chicken,4.5,30,390.0,1760.0,20.0,25.0,27.0,1.0,"[['Kiley', 5], ['Natalee Weston', 5], ['brenda h.', 5], ['Stacey Moore', 5], ['Chef Houston', 4], ['Elesha Benoit', 4], ['Jessica Gaetz', 3], ['Luke Paradine', 4], ['Dianna', 5], ['Stephie', 5], ['Sean Alex', 5], ['Andrea Jones', 4], ['Victoria S', 5], ['Lyghts', 5], ['Dabney', 5], ['Alexandra Pascal', 5], ['PhillyDiva', 5], ['Royce Roycemaster_51@hotmail.com', 5], ['5cc89b3d-b648-4cd4-80ef-0952a94bfb99', 5], ['Tiffani C.', 5], ['KeenHomeCook', 5], ['Mayim Barnabo', 5], ['alyssa', 5], ['Paige Taylor', 3], ['James Reynolds', 4], [""Chloe' Fulcher"", 5], ['Jim Meyer', 4], ['Coats', 5], ['Faith Hensley', 4], ['Lee Lowther', 5]]","[['1', 'cup', 'bbq sauce'], ['1', 'cup', 'Italian dressing'], ['4', None, 'boneless chicken breasts']]",https://www.yummly.com/recipe/Three-Ingredient-Italian-BBQ-Chicken-2592658
233,Summer Corn Salad,4.0,15,170.0,60.0,4.0,5.0,35.0,3.0,"[['Gabriel B.', 5], ['QuickFoodie', 4], ['Christina I.', 5], ['Robin Emery', 4], ['Auer-Slater', 5], ['Liz S.', 4], ['M05072', 3], ['Danika', 3], ['Angela chopper c.', 3], ['Lawhorn', 5], ['Bobbie Bray', 2], ['Jenny Benitez', 4], ['paige', 5], ['Tammie Letroise-Brown', 5], ['Eduviges Olivero', 5], ['Doug B', 5], ['Rose', 4], ['Danny Miranda', 5], ['Marie W.', 5], ['kareis b.', 5], ['rita s.', 5], ['Jeff S.', 4]]","[['20', 'ounces', 'frozen whole kernel corn'], ['1', None, 'tomatoes'], ['2', 'tablespoons', ""hellmann' or best food real mayonnais""], ['1/3', 'cup', 'purple onion'], ['2', 'tablespoons', 'lime juice'], ['2', 'tablespoons', 'loosely packed fresh basil leaves']]",https://www.yummly.com/recipe/Summer-corn-salad-299562
234,Slow Baked Chili Salmon,4.5,35,60.0,260.0,4.0,5.0,1.0,1.0,"[['Jen L.', 5], ['Jackie', 5], ['Shawndril L.', 5], ['Carpenter', 5], ['Cathy Legan', 5], ['Renee M.', 4], ['Laura R.', 5], ['Ada J. Mills', 5], ['Tess', 5], ['Robby Atkins', 5], ['Rose Garcīa', 5], ['Hi Walt', 5], ['James Nankivell', 5], ['Gary', 5], ['ATaylor', 5], ['Hawley', 5], ['Yummly User', 5], ['Stacy Hofmann', 5], ['Tina E.', 5], ['Ethan', 5], ['Stephen', 5], ['Amy T.', 5], ['Camilla B.', 4], ['Eric', 5], ['Hey', 5], ['Watson', 5], ['Cynthia', 4], ['Garnell Murphy', 4], ['Dan Gottlieb', 5]]","[['1', None, 'salmon fillet'], ['2', 'teaspoons', 'chili powder'], ['1', 'teaspoon', 'smoked paprika'], ['1/2', 'teaspoon', 'sea salt'], ['1', 'teaspoon', 'olive oil'], [None, None, 'fresh dill']]",https://www.yummly.com/recipe/Slow-Baked-Chili-Salmon-2399960
235,Jerked Beef,4.0,25,1010.0,440.0,51.0,65.0,73.0,1.0,"[['Larry', 5], ['Peter Serefine', 3], ['Cristina Mills', 4], ['Laura B.', 5], ['Dan N.', 5]]","[['3', 'pounds', 'beef'], [None, None, 'salt'], [None, None, 'pepper'], ['2', 'cups', 'brown sugar']]",https://www.yummly.com/recipe/Jerked-Beef-2471057
236,Slow Cooker Baked Beans,4.5,35,140.0,980.0,9.0,3.0,12.0,0.0,"[['Stacie', 5], ['Erica M.', 4], ['Andrews', 2], ['Jodi M.', 4], ['Tammy Hayward', 3], ['heidi hirsch', 5], ['Octavia Harris', 5], ['Dorothy B.', 5]]","[['1', 'pound', 'dried navy beans'], ['1', 'tablespoon', 'salt'], ['1/2', 'pound', 'bacon'], ['3', 'cups', 'water'], ['1', 'cup', 'celery'], ['1', 'cup', 'onion'], ['1', 'cup', 'ketchup'], ['1/4', 'cup', 'brown sugar'], ['2', 'tablespoons', 'molasses']]",https://www.yummly.com/recipe/Slow-Cooker-Baked-Beans-1547758
237,Roasted Chickpeas,4.5,35,140.0,750.0,3.5,5.0,23.0,4.0,"[['Emma Gendall', 3], ['Brittani Lee', 5], ['Lisa Ritchel', 5], ['Elijah Ruby', 4], ['Nathan Berry', 4], ['Jamie Addy-Houser', 3], ['Anneli', 5], ['April', 5], ['J C', 5], ['Sarah', 5], ['Sarah Grimm', 3], ['Kayla Moses', 5], ['Marlene Evans', 4], ['cocinera', 5], ['Nicole Bergstedt', 5], ['du Toit', 5], ['Ailbhe Kelly', 3], ['amee', 5], ['Mia', 5], ['marixa gonzalez', 5], ['Mitsuriya', 5], ['Barbara Miller', 5], ['Katelyn', 5], ['Maddy', 3], ['mark simpson', 4], ['D', 3], ['David Friess', 4], ['Mackenzie K.', 5], ['Ilene Heller', 3], ['Liz Leaf', 5]]","[['2', 'cups', 'chickpeas'], ['2', 'teaspoons', 'olive oil'], ['3/4', 'teaspoon', 'kosher salt'], ['1/16', 'teaspoon', 'smoked paprika'], ['1/16', 'teaspoon', 'garlic powder']]",https://www.yummly.com/recipe/Roasted-Chickpeas-2528816
238,Baked Buffalo Chicken Tenders,4.5,95,200.0,340.0,11.0,19.0,4.0,0.0,"[['Katy', 1], ['Cynthia Elder', 5], ['Sydney', 5], ['Julie', 5], ['o h', 5], ['Billie Jo', 5], ['Michelle Y.', 4], ['Sabastian Prosa', 4], ['Daniel R.', 1], ['Elgin Calley', 5], ['Sam Rosiek', 4], ['Aliyah', 4], ['Jones', 4], ['Ashley R.', 5], ['Mercedez D.', 5], ['deshaun steen', 3], ['Courtney Bednarz', 2], ['Csillag', 4], ['Keldric H.', 3], ['Jill Williams', 5], ['Kalyslife', 5], ['Sean Hansen', 5], ['Thomas', 5], ['Ruth Little', 4], ['Cari', 5], ['Marjorie Goodwin', 5], ['Gribbin', 3], ['Frankie', 5], ['Catheryn Crouch', 3], ['Anita Mercado', 5]]","[['2/3', 'cup', 'all purpose flour'], ['1/2', 'teaspoon', 'cayenne pepper'], ['1/2', 'teaspoon', 'paprika'], ['1/2', 'teaspoon', 'garlic powder'], ['1/2', 'teaspoon', 'salt'], ['3', None, 'boneless skinless chicken breasts'], ['1/2', 'cup', 'butter'], ['1/2', 'cup', 'hot sauce']]",https://www.yummly.com/recipe/Baked-Buffalo-Chicken-Tenders-2649610
239,Curried Quinoa,4.0,30,200.0,170.0,4.5,7.0,34.0,5.0,"[['Susan Kiesel', 4], ['Caitlin J.', 5], ['Kat Davis', 3], ['Paulina Mwangi', 5], ['Lisa Deguchi', 5], ['Sean M.', 3], ['Lisa', 5], ['Jennifer M.', 5]]","[['2', 'cups', 'water'], ['1 1/4', 'cups', 'quinoa'], ['1', 'cup', 'yellow onions'], ['1/4', 'cup', 'cilantro'], ['2', 'cloves', 'garlic'], ['1/2', 'tablespoon', 'curry powder'], ['2', 'teaspoons', 'coconut oil'], ['1', 'teaspoon', 'turmeric'], ['1', 'teaspoon', 'honey'], ['1/4', 'teaspoon', 'cinnamon'], ['1/4', 'teaspoon', 'red pepper flakes'], ['1', None, 'bay leaf'], [None, None, 'salt'], [None, None, 'black pepper']]",https://www.yummly.com/recipe/Curried-Quinoa-1588231
240,Thai Spicy Noodle Soup,4.5,25,410.0,970.0,34.0,5.0,25.0,3.0,"[['Amy H.', 4], ['Sam Rosiek', 3], ['Hobbs', 5], ['Daniel Henriksen', 4], ['Holland', 5], ['Sam P.', 5], ['Kathleen', 1], ['Kym L.', 5], ['Carmen Metsar', 5], ['Ginger Werner', 5], ['Lars Viktor Høvik', 4], ['Erin Takamaki', 5], ['Rockburn', 1], ['Ife M.', 3], ['Helen Chiu', 3], ['Eliza', 4], ['Kim', 4], ['Petzold', 5], ['Cynthia Paquim', 5], ['Abby E.', 3], ['Christina Hale', 1], ['Slater', 4], ['Mark', 5], ['Hlana', 5], ['Lucy', 5], ['Andrew Whitman', 3], ['Boss', 2], ['Kristina Petrošienė', 5], ['Andrea', 5], ['Theresa', 5]]","[['2', 'tablespoons', 'coconut oil'], ['2', 'cloves', 'garlic'], ['1', 'tablespoon', 'ginger'], ['2', 'tablespoons', 'Thai red curry paste'], ['4', 'cups', 'vegetable broth'], ['14', 'ounces', 'coconut milk'], ['1', 'cup', 'water'], ['8', 'ounces', 'rice noodles'], ['1', 'tablespoon', 'lime juice'], [None, None, 'fresh cilantro'], [None, None, 'green onions'], [None, None, 'peanuts'], [None, None, 'red chilies']]",https://www.yummly.com/recipe/Thai-Spicy-Noodle-Soup-2569657
241,QUINOA BURGER,4.5,40,500.0,690.0,21.0,24.0,55.0,7.0,"[[""Jennifer D'Anna"", 3], ['mahiti12', 5], ['Behrendt Huff', 4], ['Marianne', 4], ['Hi', 5], ['Elzabeth Cremona', 5], ['Erin W.', 5]]","[['2', 'cups', 'cooked quinoa'], ['3/4', 'cup', 'shredded cheddar cheese'], ['1/2', 'cup', 'low-fat cottage cheese'], ['1', None, 'carrots'], ['3', None, 'eggs'], ['3', 'tablespoons', 'all-purpose flour'], ['2', None, 'green onions'], ['1/2', 'teaspoon', 'sugar'], ['1/4', 'teaspoon', 'black pepper'], ['1/4', 'teaspoon', 'ground cumin'], ['1/8', 'teaspoon', 'salt'], ['1/8', 'teaspoon', 'garlic powder'], [None, None, 'olive oil'], ['1', 'cup', 'quinoa'], ['2', 'cups', 'water'], ['1/2', 'teaspoon', 'salt']]",https://www.yummly.com/recipe/QUINOA-BURGER-1108070
242,Quick Margherita Naan Pizza,5.0,19,50.0,135.0,0.5,2.0,10.0,0.0,"[['Hope', 5], ['Zoe', 5], ['Edison', 5], ['Jon Wolfsen', 5], ['Sky P', 5], ['Cristobal Rendon', 5], ['Rodrigo Espinoza', 5], ['Kayla Furmanek', 5], ['Ana Santiago-Akyurek', 5], ['Anthony Sanchez', 5], ['Jordan Van Daalen', 5], ['Keri Ann', 5], ['Оля Балєнсіага', 5]]","[['4', 'pieces', 'naan'], ['2', 'teaspoons', 'olive oil'], ['2/3', 'cup', 'pizza sauce'], ['8', 'ounces', 'fresh mozzarella cheese'], ['1', None, 'large tomato'], ['2', 'cloves', 'garlic'], ['4', None, 'basil leaves'], [None, None, 'sea salt flakes']]",https://www.yummly.com/recipe/Quick-Margherita-Naan-Pizza-9029495
243,On-The-Go Breakfast Muffins,4.5,30,180.0,310.0,14.0,11.0,2.0,0.0,"[['Bill G', 4], ['Rocklynn Nigro', 5], ['Estes', 4], ['Glen Verrier', 4], ['Pablo M.', 5], ['Angela Pitman', 5], ['Ryan Buckley', 5], ['Ashley Novelli', 4], ['Bryan', 5], ['GourmetSousChef', 5], ['DeTerlizzi', 5], ['Ayesha Chaney', 5], ['Darren Schroeder', 5], ['Kristin Brown', 5], ['Denoy', 5], ['Kimmy', 4], ['Tina Ring', 4], ['Ronye Bodnar', 3], ['kaisner', 5]]","[['12', None, 'large eggs'], ['1', 'cup', 'cheddar cheese'], ['2', 'cups', 'fresh spinach leaves'], ['6', 'slices', 'bacon'], ['1', 'teaspoon', 'smoked paprika'], [None, None, 'salt'], [None, None, 'pepper']]",https://www.yummly.com/recipe/On-The-Go-Breakfast-Muffins-2640233
244,Frozen Oreo Dessert,4.5,30,150.0,70.0,9.0,2.0,15.0,1.0,"[['Karen Seegren', 4], ['Sierra Henderson', 5], ['Ntokozo', 4], ['Devin Gwinn', 5], ['Katie Blackwell', 5], ['Maddie Gonzales', 5], ['Food Girl', 5], ['Quickly', 5], ['Kitten', 5], ['Legiadre', 5], ['Karyn', 5], ['Missy', 5], ['Brittany S', 5], ['Lilli', 5], ['Woolett', 5], ['Jessica Wysocki', 5], ['Shelby', 5], ['Tara', 2], ['Monique Hills', 5], ['Licona', 5], ['Marissika', 5], ['Tan', 4], ['McCowan', 5], ['devildude360', 5], ['Zia Rashid', 5], ['Sahaana', 5], ['Brook', 4], ['Jody-Ann Freeman', 5], ['RexTheWarrior', 5], ['Courtney V.', 5]]","[['1/4', 'cup', 'butter'], ['1', 'package', 'oreos'], ['1/2', 'gallon', 'ice cream'], [None, None, 'hot fudge sauce']]",https://www.yummly.com/recipe/Frozen-Oreo-Dessert-2621007
245,Amazingly Moist Salmon,4.5,17,290.0,340.0,19.0,23.0,5.0,1.0,"[['Pedram Pejman', 4], ['Bella Dawnielle', 5], ['Sandra Albanesi', 4], ['Tina', 4], ['Gellie', 5], ['Hi', 5], ['Jen', 5]]","[['3', 'tablespoons', 'mayonnaise'], ['1', 'tablespoon', 'Dijon mustard'], ['2', 'tablespoons', 'chopped fresh parsley'], ['1', 'teaspoon', 'grated lemon zest'], ['4', None, 'salmon filets'], [None, None, 'salt'], [None, None, 'pepper']]",https://www.yummly.com/recipe/Amazingly-Moist-Salmon-9058210
246,Healthy Hummus,4.0,8,190.0,620.0,9.0,5.0,23.0,5.0,"[['Jim VP', 4], ['Ari', 3], ['Beverly Ellis', 5], ['Mary Jo Snow', 5], ['Shell', 5], ['Hanneri D.', 5], ['Dory Ellison', 4], ['Shay Brown', 5], ['Lisa Rowland', 5], ['Kelly L. M.', 4], ['Melinda R.', 5], ['Patti Bigelow', 4], ['Joel C.', 4]]","[['15', 'ounces', 'chickpeas'], ['1', None, 'lemon'], ['3/4', 'teaspoon', 'sea salt'], ['2', 'cloves', 'garlic'], ['1/4', 'cup', 'plain yogurt'], ['3', 'tablespoons', 'extra-virgin olive oil'], ['1/4', 'teaspoon', 'smoked paprika'], [None, None, 'fresh parsley']]",https://www.yummly.com/recipe/Healthy-Hummus-2295621
247,Weight Loss Wonder Soup,4.5,120,120.0,120.0,0.0,5.0,25.0,9.0,"[['Dani Smith', 4], ['Tim Reed', 5], ['Andrea Carnes', 5], ['Sabryna', 4], ['Judith Santin', 5], ['Sean Dumalac', 5], ['Maximiliano Lin', 5], ['Biscuit', 5], ['Martina', 4], ['Melita P.', 5], ['Sherry Blackmon', 5], ['Cat', 4], ['Wright', 4], ['Ashleigh', 2], ['Gabriele Kreiss', 5], ['Hana', 5], ['Rena H.', 5], ['John Loves Food', 5], ['Addy Duchesne', 3], ['Caro Pritz', 5], ['Michele Leah', 5], ['Dawn Z.', 5], ['Chellew', 1], ['Nam Phương Nguyễn Hoàng', 4], ['Cheryl Brandt', 5], ['Tandalyn Szczurek', 5], ['Cloyed', 5], ['Dagmar Youngberg', 4], ['Cornwell', 3], ['Jen', 5]]","[['4', None, 'onions'], ['2', None, 'green pepper'], ['1/2', 'teaspoon', 'olive oil'], ['3', None, 'tomatoes'], ['1', 'bunch', 'celery'], ['1', None, 'cabbage'], ['3', 'cups', 'water']]",https://www.yummly.com/recipe/Weight-Loss-Wonder-Soup-2211788
248,Easy Pan-Seared Chicken,4.5,30,350.0,560.0,14.0,49.0,6.0,0.0,"[['Ellyn Johnson', 4], ['drink', 5], ['Whetstone', 4], ['Ron H.', 5], ['Fissel', 4], ['Faith', 5], ['Kaelynn Guzman', 5], ['Kayla Belle', 4], ['Alisa Kemp', 5], ['Justin Williams', 5], ['Alicia B.', 4], ['Ingrid De La Flor', 1], ['Jessica Hays', 4], ['Steve', 4], ['Cyndy Sager', 5], ['Valenza', 5], ['Dickens', 3], ['Yusuf Ahmad', 5], ['Pirate Chef', 5], ['Jeannie Suiter', 5], ['Nicole', 4], ['SeaLeggs', 4], ['Colleen', 4], ['Cadra', 5], ['Rr. Niken Dian Anggraini', 5], ['Barely Special', 4], ['Dencil', 4], ['elkhair7 .', 3], ['Samir', 5], ['peter', 5]]","[['4', None, 'chicken breasts'], ['1/4', 'cup', 'flour'], ['1/2', 'teaspoon', 'salt'], ['1/4', 'teaspoon', 'black pepper'], ['1/2', 'teaspoon', 'garlic powder'], ['1', 'teaspoon', 'italian seasoning'], ['2', 'tablespoons', 'olive oil']]",https://www.yummly.com/recipe/Easy-Pan-Seared-Chicken-2301853
249,Loaded Cauliflower Casserole,4.5,35,250.0,480.0,22.0,10.0,5.0,1.0,"[['Karen K.', 5], ['Jenni', 5], ['Crystal B.', 5], ['Vicki', 5], ['Michelle Miller', 3], ['Heather Asplund', 5], ['Doris Morehart', 4], ['Coto', 5], ['Tracy F.', 5], ['Flakeeshaneeta', 5], ['Buergermeister', 3], ['Chelby Stoeklen', 5], ['Bowman', 5], ['Jas', 2], ['Sarah K.', 5], ['Aaliyah Kayy', 4], ['Linda Lutes', 5], ['Murphy', 5], ['Natalie Atkinson', 3], ['Nabrotzky', 1], ['Sara', 5], ['Emily', 5], ['Melissa Callaway', 5], ['Lindsy Doan', 5], ['Alex', 5], ['Slaughter', 5], ['Rita Black', 5], ['Addi Kahrs', 5], ['Hey Mama', 5], ['David Potter', 4]]","[['1', 'head', 'cauliflower'], ['1', 'cup', 'sour cream'], ['2', 'cups', 'shredded cheddar cheese'], ['3', None, 'scallions'], ['6', 'slices', 'bacon'], ['1/2', 'teaspoon', 'salt'], ['1/4', 'teaspoon', 'cracked pepper']]",https://www.yummly.com/recipe/Loaded-Cauliflower-Casserole-2442125
250,Quinoa Risotto,4.0,20,340.0,470.0,10.0,14.0,49.0,7.0,"[['Carmen R.', 5], ['Harris', 4], ['Jaglal', 5], ['DJ', 4], ['Lutch', 5], ['Farouk', 5], ['Kaitlin Blanco-Silva', 5], ['Brianna', 5], ['Kimber', 5], ['Kristine C.', 5], ['Melinda K.', 3], ['shy g.', 3], ['Nesha R.', 4]]","[['4', 'cups', 'cooked quinoa'], ['1/4', 'cup', 'pecorino romano'], ['1', 'cup', 'sauce'], ['1/4', 'cup', 'chicken stock']]",https://www.yummly.com/recipe/Quinoa-Risotto-2268666
251,Juicy Oven-Baked Cajun Chicken Breasts,4.5,30,320.0,550.0,11.0,52.0,3.0,1.0,"[['Chynna Santana', 5], ['Yolanda Penn', 4], ['Becky McNeil', 4], ['DuePancho', 3], ['Kimberly Washington', 5], ['Roxanne LeMans-Walden', 4], ['R', 5], ['Debra Taylor Purvis, AIBD', 5], ['Shamina K.', 4], ['Lauren AW', 4], ['Julie', 5], ['John A.', 4], ['Vickie Edwards', 4], ['Stan Jacobs', 5], ['Sarah Skipper', 4], ['Danielle W.', 5], ['Gabby M', 4], ['Amanda Litchhult', 2], ['Dustin Sewell', 5], ['Jovan Hristov', 5], ['Carrie Highfill Martinez', 4], ['Brandon', 3], ['McLeod', 4], ['Choco D.', 4], ['John A.', 5], ['Nicole Vaughan', 5], ['Ferlyn Fonseca', 5], ['Breanna Harding', 4], ['Eddie Wang', 4], ['Tatyana Peterson', 4]]","[['2', 'pounds', 'skinless chicken breasts'], ['1', 'teaspoon', 'onion powder'], ['1', 'teaspoon', 'garlic powder'], ['1', 'teaspoon', 'dried oregano'], ['1', 'teaspoon', 'black pepper'], ['1', 'teaspoon', 'dried thyme'], ['1/2', 'teaspoon', 'cayenne'], ['2', 'teaspoons', 'paprika'], ['1', 'teaspoon', 'salt'], [None, None, 'cooking spray'], ['4', 'teaspoons', 'olive oil']]",https://www.yummly.com/recipe/Juicy-Oven-Baked-Cajun-Chicken-Breasts-9029444
252,Tater Tot Casserole,4.5,55,460.0,960.0,28.0,18.0,36.0,3.0,"[['Kim', 4], ['Giulianna Kesler', 5], ['Aj Sunderland Zwart', 5], ['Turner', 4], ['Charles Layne', 4], ['Paul', 4], ['Kelly S.', 4], ['Wilson', 5], ['Alondra Clouse', 5], ['Xavier Taylor', 5], ['April J.', 4], ['Saniye', 4], ['Olivia Leslie', 5], ['LindsayKaye LindsayKaye', 5], ['BlueAngel', 4], ['Rashandra L.', 5], ['Vikki Vásquez', 5], ['keg', 5], ['Elizabeth Neace', 2], ['Jasso', 5], ['Amber Templin', 5], ['Dakota Wyoming', 4], ['You  J.', 4]]","[['2', 'pounds', 'frozen tater tots'], ['2', 'cups', 'cheddar cheese'], ['1/2', 'pound', 'ground beef'], ['1', 'can', 'cream of mushroom soup'], ['1/2', 'cup', 'milk']]",https://www.yummly.com/recipe/Tater-Tot-Casserole-2453335
253,Garlic Butter Pork Chops,4.5,20,520.0,310.0,34.0,50.0,1.0,0.0,"[['Nanette Sjoquist', 4], ['William B.', 4], ['Alyssa', 5], ['Sheryl Van Houten', 3], ['Taylor M.', 5], ['Loops Lakewood', 4], ['John Caron', 5], ['Sanok', 5], ['KaiLeena M.', 5], ['Marie Jackson', 5], ['hector B.', 5], ['Gary B.', 5], ['Jacqueline H.', 5], ['Alexandra Buckley', 5], ['Rachel Marshall', 4], ['Kyle Hammond', 4], ['Sophia Whalen', 5], ['Ricardo Gomes', 5], ['Monica M.', 4], ['Lorraine B.', 5], ['Tammy', 3], ['Bliss', 5], ['Stini629', 5], ['Rebecca Hartung', 4], ['JOan Schey', 5], ['Jessica Stone-Erdman', 4], ['Aaron Springfield', 4], ['smith', 5], ['Theresa B.', 4], ['Megan', 5]]","[['2', 'pounds', 'boneless pork chops'], [None, None, 'coarse salt'], [None, None, 'ground black pepper'], ['2', 'tablespoons', 'olive oil'], ['4', 'tablespoons', 'unsalted butter'], ['4', 'sprigs', 'fresh thyme'], ['5', 'cloves', 'garlic']]",https://www.yummly.com/recipe/Garlic-Butter-Pork-Chops-2678242
254,Healthy 5-Ingredient Flourless Banana Bread,4.5,25,130.0,140.0,2.0,4.0,25.0,3.0,"[['Sharmy', 5], ['Eollyn', 5], ['Maria', 5], ['LaDella W.', 3], ['a c.', 5], ['Marie', 5], ['Kelsey Stanton', 4], ['Alex Kaplan', 5], ['Elizabeth Burden', 5], ['Berenice Morales', 5], ['T', 4], ['Daria Hangiel', 5], ['Katie', 4], ['Lezlie Holliday', 5], ['van Schalkwyk', 2], ['Karli P.', 5], ['Carey Africa', 5], ['Kirsty', 5], ['Erin Miller', 5], ['scott L.', 5], ['Jenny Torres', 4], ['Stacey K.', 5], ['Katie Poppy', 5], ['Ernesta Cookie', 5], ['Yannick Pottiez', 5], ['Parson-Schary', 4], ['Andrea', 5], ['Lyndsey Grassi-Howard', 5], ['JR', 5], ['Yummly User', 4]]","[['3', None, 'bananas'], ['2', 'cups', 'old-fashioned rolled oats'], ['2', None, 'large eggs'], ['1/4', 'cup', 'pure maple syrup'], ['1', 'teaspoon', 'baking soda']]",https://www.yummly.com/recipe/Healthy-5-Ingredient-Flourless-Banana-Bread-2181951
255,Parmesan Baked Pork Chops,4.5,50,530.0,1020.0,24.0,54.0,22.0,2.0,"[['Bryant', 5], ['Jackie Morgante', 1], ['Brittaney Baughman', 1], ['Carlie', 5], ['Ralph', 4], ['Suz s.', 3], ['Bob Healy', 2], ['Michael Chattin', 5], ['Michael Morrison', 5], ['Dolphin', 5], ['Mireilly Smith Adrover', 3], ['Dayland S.', 4], ['Michael Reaves', 4], ['Frankie Colantuono', 5], ['Joanne S.', 5], ['Nancy K.', 4], ['Paul', 4], ['reed', 5], ['Joanne', 5], ['Erika', 5], ['LisaLewis Lewis', 5], ['Ginger', 5], ['DaBryana Miller', 5], ['Amy Davis Brakhane', 5], ['Stephanie Lunsford', 5], ['MD', 3], ['Slange', 5], ['Bonnie Young', 3], ['Devin Gwinn', 5], ['Geyer Wise Dybesland', 5]]","[['4', None, 'boneless pork chops'], ['1', 'tablespoon', 'olive oil'], ['1', 'cup', 'Parmesan cheese'], ['1', 'cup', 'Italian bread crumbs'], ['1', 'teaspoon', 'black pepper'], ['1', 'teaspoon', 'garlic powder']]",https://www.yummly.com/recipe/Parmesan-Baked-Pork-Chops-2092611
256,Classic Macaroni Salad,4.5,25,1050.0,1360.0,97.0,7.0,38.0,3.0,"[['Sue Bird', 5], ['Tom S.', 5], ['Lawan Bm', 3], ['Kate Sullivan', 5], ['linda', 5], ['Quintana', 5], ['candace williams', 4], ['Wilson', 5], ['Bailey Ronda', 5], ['Sarah Jowett', 5], ['Bob Parker', 4], ['Veronica Craft', 5], ['ellie freeman', 5], ['mily', 5], ['Hertel', 5], ['Bursey', 4], ['John P.', 5], ['Sophie Marshall', 4], ['Nadine', 3], ['ayeshah p.', 4], ['Fred M.', 5], ['Katie H.', 5], ['Steeeeve', 2], ['Linda A.', 4], ['James P.', 4], ['Kathy K.', 4], ['Theresa G.', 4], ['Jennifer Fan', 5], ['Lela  W.', 5], ['Becky V.', 4]]","[['8', 'ounces', 'elbow macaroni'], ['1', 'cup', ""hellmann's or best foods real mayonnaise""], ['2', 'tablespoons', 'white, white wine, red vinegar'], ['1', 'tablespoon', 'Best Foods Dijonnaise Creamy Dijon Mustard'], ['1', 'teaspoon', 'sugar'], ['1', 'teaspoon', 'salt'], ['1/4', 'teaspoon', 'ground black pepper'], ['1', 'cup', 'celery'], ['1', 'cup', 'green bell pepper, sliced'], ['1/4', 'cup', 'onion']]",https://www.yummly.com/recipe/Classic-macaroni-salad-304692
